mode,run,wall_ms,duration_ms,read_rows,read_bytes,memory_usage
"hot","1","112",31,8222817,49118052,3194122
"hot","2","106",30,8222817,49118052,3194122
"hot","3","115",32,8222817,49118052,3194122
"hot","4","107",30,8222817,49118052,3194122
"hot","5","114",30,8222817,49118052,3194122
"hot","6","109",32,8222817,49118052,3194122
"hot","7","112",31,8222817,49118052,3194122
