mode,run,wall_ms,duration_ms,read_rows,read_bytes,memory_usage
"hot","1","93",8,434176,7380992,8128448
"hot","2","89",8,434176,7380992,8128448
"hot","3","74",8,434176,7380992,8128448
"hot","4","94",11,434176,7380992,8128448
"hot","5","108",8,434176,7380992,8128448
"hot","6","123",14,434176,7380992,8128448
"hot","7","82",7,434176,7380992,8128448
