mode,run,wall_ms,duration_ms,read_rows,read_bytes,memory_usage
"hot","1","88",10,434176,7380992,8128448
"hot","2","94",9,434176,7380992,8128448
"hot","3","100",9,434176,7380992,8128448
"hot","4","105",8,434176,7380992,8128448
"hot","5","92",8,434176,7380992,8128448
"hot","6","95",7,434176,7380992,8128448
"hot","7","85",7,434176,7380992,8128448
