mode,run,wall_ms,duration_ms,read_rows,read_bytes,memory_usage
"hot","1","135",31,8222817,41114085,1683971
"hot","2","94",17,8222817,41114085,1683971
"hot","3","97",17,8222817,41114085,1683971
"hot","4","84",18,8222817,41114085,1683971
"hot","5","118",18,8222817,41114085,1683971
"hot","6","124",21,8222817,41114085,1683971
"hot","7","101",18,8222817,41114085,1683971
