mode,run,wall_ms,duration_ms,read_rows,read_bytes,memory_usage
"cold","1","103",31,8247393,115477976,6809760
"cold","2","98",23,8247393,115477976,6809760
"cold","3","93",22,8247393,115477976,6811536
"cold","4","110",22,8247393,115477976,6810944
"cold","5","102",21,8247393,115477976,6811536
