mode,run,wall_ms,duration_ms,read_rows,read_bytes,memory_usage
"hot","1","74",2,81920,1060720,1321586
"hot","2","86",2,81920,1060720,1321586
"hot","3","90",3,81920,1060720,1321586
"hot","4","82",2,81920,1060720,1321586
"hot","5","79",2,81920,1060720,1321586
"hot","6","84",3,81920,1060720,1321586
"hot","7","80",2,81920,1060720,1321746
