mode,run,wall_ms,duration_ms,read_rows,read_bytes,memory_usage
"hot","1","94",19,884736,7472928,704660
"hot","2","88",14,884736,7472928,705604
"hot","3","81",13,884736,7472928,705604
"hot","4","89",16,884736,7472928,1100656
"hot","5","96",12,884736,7472928,705604
"hot","6","87",13,884736,7472928,705604
"hot","7","81",12,884736,7472928,708764
